ABV,IBU,EBC,Temp_consumo,Calificacion,Densidad_inicial,Tipo_cerveza
0.5473190063182403,0.3068392053973852,0.40045482825979084,0.173640610710951,0.03947594604446375,0.5938016317914574,IPA
0.7146736372388236,0.6996710510056973,0.931002049272592,0.3272937207329332,0.6396307964715497,0.009424642913781867,Pale ALe
0.601586258840551,0.37421603982512197,0.09737335978130345,0.6803977956497338,0.40805783989937866,0.4764341601727402,IPA
0.5433655637993278,0.17179920847147206,0.9470884303795896,0.06195470505440587,0.3771387047870394,0.7100020323122891,Pale ALe
0.4214240086601175,0.01353673944814739,0.8709142886929979,0.6071442789096557,0.8094158591462841,0.04342717343909186,Pale ALe
0.6449707285890705,0.05702473970170946,0.4536097297618925,0.4772679719023369,0.7090123115917408,0.8812102877011121,Pale ALe
0.4354383832278737,0.6823551695278307,0.32554104578614484,0.2832128907436651,0.9544916800422085,0.5208078684103157,Lager
0.8922960911749911,0.4517971144520623,0.23113672595064338,0.2375300161880694,0.35164957734823493,0.030077142251748512,Pale ALe
0.9646087693959955,0.5364650006740094,0.6146756468144311,0.5142119926432467,0.897658721426569,0.22434845252934466,IPA
0.3809741584265767,0.904314480491086,0.030516053047125666,0.36731756480523053,0.7699890010632462,0.9555630391342333,Stout
0.7916595587726878,1.0,0.01296431388010981,0.45609678740664444,0.3571420385155118,0.5832128196291784,IPA
0.5272832435941208,0.2098959182012091,0.4281222200230359,0.33680312226539694,0.6215778148196702,0.10709431430736416,Stout
0.5666631973987968,0.6656891373220613,0.06568225720379418,0.9711549706159066,0.28823653456480974,0.2876483674393917,IPA
0.9263187089320766,0.25732144427908843,0.2504250300453314,0.13233469339752452,0.874498796029191,0.45726039204183166,Stout
0.06673085538609436,0.00942224189468983,0.2194983348411052,0.09562192137261488,0.11196391302462044,0.02034016334076938,IPA
0.08291877142498849,0.7630426282445374,0.25168119093383823,0.3427299473693219,0.21204475539644946,0.4120515623800003,Stout
0.015614240659991063,0.3152375835170262,0.1289634281066407,0.590887579627984,0.18262199022425968,0.49010309879142966,Pale ALe
0.8327949452965455,0.38005114845847193,0.009377467225219246,0.6591809324328559,0.40277703997186803,0.24366429338900986,Stout
0.7780114510966962,0.5893174832920279,0.11331832116379224,0.39670861005194585,0.7452365226949647,0.5895490058654644,Pale ALe
0.8704072222547317,0.8372779418899357,0.6187103281233512,1.0,0.526749902569722,0.7545908227388054,IPA
0.9796523329522357,0.6308582461740415,0.9761810366759244,0.3512491507280093,0.4874898271951849,0.23579964188211733,Stout
0.7991368154150957,0.8797763706941647,0.9923464651098176,0.721542421683133,0.0,0.6214952091695203,Stout
0.4594710887664544,0.2677612625830994,0.40828655274183123,0.6375415966064397,0.4251692746604688,0.6406687493788397,IPA
0.7803978331160546,0.8035653726718169,0.16101457623140764,0.8133829740356358,0.06305430535035211,0.9504138944988512,Pale ALe
0.1142471204902808,0.1779614272374267,0.6390884378324053,0.97689903377202,0.20786056085415178,0.7796939011261657,Pale ALe
0.6389624978952273,0.9616438351623868,0.4899248480192736,0.8902846726923006,0.9325356134967988,0.8499506043089191,Lager
0.13947351784908701,0.6906250723557219,0.9914067858491574,0.7647887770579784,0.21501078555707626,0.49106694547343466,Lager
0.9455031875293409,0.2084766813234615,0.06289919599183268,0.6983353724393206,0.8584246647366955,0.18517883618680742,Lager
0.5201951913329401,0.9561059836352559,0.7842493210931056,0.3348197344394445,0.8029394836247279,0.9978154588235597,Stout
0.41237824544031326,0.7349268615162103,0.2870562061654235,0.14661089634926633,0.15871730808999468,0.12903609691253948,Stout
0.26138886072425555,0.24773862269641844,0.23985253808722212,0.061381883782839985,0.6056125630711122,0.47205358658484897,Stout
0.7740653106988109,0.20623368001919493,0.6629443519945444,0.24102579933378537,0.11520085459524437,0.06760941249876495,IPA
0.45411070871013487,0.5176905788913821,0.24451922760190337,0.4318072391773197,0.7278789217668895,0.9457118953597181,Lager
0.5670548758932905,0.014541927020759345,0.6663148775565695,0.5217113117114449,0.63738631271598,0.9668424019089734,IPA
0.01417723939778781,0.20026592706769678,0.5170566495280948,0.7733283355665408,0.8119913484798917,0.7206491334526426,Lager
0.6165458706802256,0.4221607518827127,0.42339306521473796,0.9593774041052983,0.47919193428963475,0.3502639059052619,Lager
0.6109735065242661,0.3705570175341998,0.554613998974987,0.11618173430614986,0.9149918258125771,0.25439747916755806,Stout
0.615840243640799,0.4618885066995482,0.28570281236421224,0.10584362872171521,0.04883899512079609,0.26534764190484594,Pale ALe
0.9445769318159769,0.27193597247870405,0.7072244168647653,0.5895525911449282,0.2925583287740447,0.12696884127140606,Lager
0.6811082639034951,0.5877516960752895,0.4141169684851098,0.7455844446897095,0.7150338891052712,0.5265507395673232,Pale ALe
0.35689974167950794,0.8707918510260998,0.35954694519988095,0.8485535376950859,0.4178713796821359,0.14153097562103767,IPA
0.4348798592540269,0.10839018496977762,0.8298881694063854,0.9364202282357703,0.17253261264184694,0.31691267377972565,Stout
0.6970121742639332,0.5168512723902602,0.9266569439413547,0.9841148043452674,0.10674349177123671,0.6277184021283446,Lager
0.05585667148322815,0.12323958713724034,0.04351037806739334,0.39925892442829963,0.8173958834831574,0.728825513754451,Stout
0.6659661218880493,0.7206292199642388,0.23101903151644543,0.37975134533115057,0.47294575751791373,0.023671694608704996,IPA
0.6698600495783587,0.39291830629640967,0.34746346688822344,0.14673425455277467,0.8823883685399256,0.4306015656893116,Pale ALe
0.2068971163818873,0.5659284415270507,0.8161325191982032,0.6849932433720796,0.7332838832612565,0.6532045746391653,Stout
0.12496165591115238,0.1755545619396969,0.987469770967854,0.6567613248882169,0.40948218748545767,0.8548644316659804,Stout
0.312560877529733,0.1362945498635024,0.9708713555286755,0.8624951051630974,0.37324027170081514,0.47593140405934875,Lager
0.3611273370112275,0.4868967495947891,0.9065430181689705,0.09607692091793901,0.515472484349685,0.9711347944004309,Pale ALe
0.568828067902124,0.35159999976790984,0.29525283380274586,0.4974408479384123,0.8891696502380226,0.2656777463599873,IPA
0.4364586524410036,0.9490178604334149,0.9940206441837139,0.580921626549681,0.7372762725938131,0.01287887744242866,Lager
0.98946521914553,0.7701388775484865,0.24789207420688125,0.24068040800047646,0.004610399019315092,0.4843820516173025,Stout
0.09792202856513121,0.7531183050579902,0.10369455298259674,0.16799574699698344,0.6941237241300089,0.25613350864651707,Stout
0.20538245293974816,0.911514770595389,0.9527664271259216,0.8600081097205439,0.9196395720716635,0.8252570694292878,Pale ALe
